actor,target_group,path_nodes,path_relations,path_length,action_suggestion,priority_score
GUILLERMO_BRITT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
WILFREDO_BENNETT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
TERRIE_ERICKSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MARTINA_RICH@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ETTA_REESE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
TAMMIE_PRATT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LUCILE_CARR@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CAREY_HENDRICKS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
7707484719SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
2259425603SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SUZETTE_WILLIAM@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MARGARITO_GUERRERO@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JACKIE_NEWTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
HENRIETTA_HARDIN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
EDWINA_WEBER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
KARYN_DILLON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SAMUEL_NAVARRO@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LOLITA_MCPHERSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CLARICE_GREEN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
KRISTOPHER_PARK@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SHIRLEY_HESTER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BRYAN_NICHOLSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ROLAND_BEARD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
EDDIE_PRICE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
5245873038SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LAKEISHA_CLARK@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CALEB_HERRERA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LEIGH_MOORE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LATONYA_ACOSTA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LANE_PUCKETT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MAYRA_GENTRY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JAKE_GLASS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CHRISTINA_RICHARDS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LOUISE_RODRIGUEZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DOLORES_DAVID@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
HELGA_BRENNAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CHRYSTAL_WADE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CONCEPCION_SELLERS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
GILDA_DANIEL@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
THERON_WILSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BRYON_CUNNINGHAM@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
COLETTE_COOPER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
REGINA_BARKER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ARLENE_GOULD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
YOUNG_VASQUEZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ANTOINE_DENNIS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DWAYNE_FULTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CLIFTON_SIMS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ANASTASIA_GALLOWAY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MICHELE_DOYLE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ASHLEY_SHELTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MARY_RUIZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
RUTH_GARNER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
THERESA_WILKINSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BESSIE_BURTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
WADE_PENA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
5479108440SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
WALKER_STANLEY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ADOLPH_COTTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BERNADETTE_JACKSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JULIO_JOHNS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MARILYN_SNIDER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LOGAN_DELANEY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LUIS_ADAMS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
TERRANCE_GUERRA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
INEZ_HARPER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SASHA_VARGAS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
668089907SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
GEORGINA_DICKERSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
RAMONA_MCGUIRE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MICHAEL_GARRETT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
POLLY_HOLMAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
GRANT_NORMAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
KENDRICK_KEITH@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
NAOMI_WHITE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LYNETTE_MOODY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SOPHIE_DRAKE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JACK_WYNN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
HARRIS_CAREY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MAUREEN_VELAZQUEZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
GALE_PIERCE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
RENE_CARLSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CINDY_MANNING@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CARLO_FREEMAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DALE_BELL@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ZANE_CAMERON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
WILBUR_SHANNON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LINDA_HERMAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
COLETTE_NICHOLS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
OTTO_WONG@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LANCE_GRAVES@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SUMMER_CHAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
EVERETTE_POOLE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
OCTAVIO_MEADOWS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
KENNITH_ONEIL@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CLARISSA_MURRAY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MICHEL_HEWITT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
FLORENCE_PARKS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DALLAS_MEDINA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CORNELIA_WALTERS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
NELDA_VALENCIA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BEULAH_TANNER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MASON_COLON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JULIE_MCKENZIE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ANDREA_HEAD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ELNORA_RANDALL@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
FRANKIE_ALVAREZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ERICA_THOMPSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BENJAMIN_MCNEIL@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
HOLLY_SHAW@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
2396057879SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
8115740532SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LAVERNE_WALLER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DIRK_SILVA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JAIME_LONG@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MICKEY_VEGA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
IVY_WHITEHEAD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BARNEY_MCMILLAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
RODNEY_FRANKLIN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
KRISTA_SUMMERS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DINA_WEBER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BERTIE_NUNEZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
RAPHAEL_BOLTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
VITO_GARNER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ED_RIDDLE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
RAQUEL_DAVIS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
TAMMY_ANDERSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JEAN_SHEPHERD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CLEO_SHAFFER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CHADWICK_KNIGHT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
COURTNEY_HENDERSON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ALISHA_THORNTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JOSE_SHELTON@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DENNIS_MULLINS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JAKE_COOPER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JAMES_HERRERA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
AUGUST_TILLMAN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BRIDGETT_MEJIA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ROSARIO_BAILEY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ELMER_LINDSAY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ALVIN_FRANKLIN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ERIC_WONG@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JORDAN_BULLOCK@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ERROL_RODRIQUEZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
BENJAMIN_DOMINGUEZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DWAYNE_PRATT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ALISHA_JUAREZ@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LATOYA_SCOTT@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JEREMIAH_LUNA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
HENRY_CRANE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
4122440252SA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SARAH_VAUGHN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CHADWICK_KELLY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
AMADO_GAMBLE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
JARROD_ADAMS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
STEFAN_KELLEY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LAURI_CASEY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LORRAINE_CALHOUN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
TOM_DILLARD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MAMIE_RICHARDS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
WINFRED_DANIEL@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CARLA_MCCLURE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
CANDY_HUMPHREY@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SCOTTY_MULLINS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ROMEO_LAWRENCE@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ELISE_SAWYER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
LUIS.GRAVES@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
HELOISE.BRINN@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DOLABSANYREAD@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
MASON_STUART@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
FREDA_BURNS@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DOLABSADEX@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
SSILVER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
YVETTE_HOPPER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DOLABSDA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
DOLABSSYNC@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
ELLA_MEJIA@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
NOPRIVUSER@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
GUEST@DOAZLAB.COM,,[],[],0,investigate_actor_simulated,5
